ovation	qǔ'veISn	овация	to get/to receive an ovation; to give smb a standing ovation	быть встреченным овацией; встретить кого-л. бурной овацией
oven	'Avn	духовка; печь; an electric/gas/microwave oven электрическая/газовая/микроволновая печь; in an oven в духовке; to turn on/to light an oven включать духовку; to turn off an oven выключать духовку; to pre-heat an oven предварительно разогреть духовку; in a slow oven в духовке при невысокой температуре		
ovenproof	'Avnpru:f	жаростойкий; жаропрочный	an ovenproof dish	жаростойкая посуда
ovenware	'Avnweq	огнеупорная; жаропрочная посуда	a set of ovenware dishes	набор жаропрочной посуды
over	'qǔvq	-л.; -л.; сверх; больше; вновь; ещё раз; над; поверх; на; через		
over-	'qǔvq-	пере-; сверх-; над-	overripe; overlong; overage	перезрелый; слишком длинный; слишком старый
overact	.qǔvqr'xkt	переигрывать		
overall	'qǔvqrO:l	рабочий халат; комбинезон; общий; полный		
overboard	'qǔvqbO:d	за борт; за бортом		
overcame	.qǔvq'keIm	overcome		
overcast	'qǔvqkã:st	пасмурный; хмурый	an overcast day; an overcast sky; it became overcast	пасмурный день; хмурое небо; стало пасмурно
overcharge	.qǔvq'tSã:dZ	завышать цену; перегружать		
overcoat	'qǔvqkqǔt	пальто		толстое/тёплое/зимнее пальто; дорогое тёмно-синее пальто
overcome	.qǔvq'kAm	преодолевать		
overcrowded	.qǔvq'kraǔdId	переполненный	overcrowded beaches/trains	переполненные пляжи/поезда
overdid	.qǔvq'dId	overdo		
overdo	.qǔvq'du:	перестараться; переусердствовать	to overdo the apologies	слишком долго извиняться
overdone	.qǔvq'dAn	overdo		
overdose	'qǔvqdqǔz	передозировка; слишком большая доза		
overdraft	'qǔvqdrã:ft	превышение кредита		
overdue	.qǔvq'dju:	просроченный; опоздавший		
overestimate	.qǔvqr'estImeIt	переоценивать	to overestimate one's abilities; to overestimate a problem	
overflow	.qǔvq'flqǔ	переливаться через край; переполнять		
overgrown	.qǔvq'grqǔn	заросший	an overgrown alley/path; a garden overgrown with weeds	заросшая аллея/тропинка; сад, заросший сорняками
overhaul	'qǔvqhO:l	тщательный осмотр; ремонт		
overhead	.qǔvq'hed	подвесной; надземный; наверху; над головой		
overhear	.qǔvq'hIq	нечаянно услышать; подслушать		
overheard	.qǔvq'hx:d	overhear		
overheat	.qǔvq'hi:t	перегревать	the appliances might overheat	электроприборы могут перегреться
overindulge	.qǔvqrIn'dAldZ	слишком много позволять; злоупотреблять		
overjoyed	'qǔvq'dZOId	очень довольный; счастливый		
overlap	.qǔvq'lxp	заходить один за другой; перекрываться		
overleaf	.qǔvq'li:f		see overleaf	смотри на обороте
overload	.qǔvq'lqǔd	перегружать		
overlook	.qǔvq'lǔk	выходить  на; в; не замечать; упускать; не обращать внимания		
overnight	.qǔvq'naIt	продолжавшийся одну ночь; всю ночь; быстро; внезапно		
overpass	'qǔvqpã:s			
overpopulated	.qǔvq 'pPpjǔleItId	перенаселённый	overpopulated cities	перенаселённые города
overran	.qǔvq'rxn	overrun		
